Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
sdv-id-rCQHgQ,145,RL,45.0,6500,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1991,Gable,CompShg,VinylSd,VinylSd,Stone,46.0,TA,TA,CBlock,TA,TA,No,Rec,1063,Unf,43,300,934,GasA,TA,Y,SBrkr,844,322,0,795,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1981.0,Unf,1,46,TA,TA,Y,10,171,0,201-25-4319,139,0,,GdWo,,20,4,2009,New,Normal,177018
sdv-id-CVPDkt,58,C (all),42.0,3613,Pave,,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,8,5,1994,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,20.0,Ex,TA,CBlock,Gd,TA,No,ALQ,442,Unf,317,1061,2056,GasA,Ex,Y,SBrkr,1700,184,0,2015,0,0,2,0,2,1,TA,7,Typ,1,,Detchd,1995.0,Unf,1,407,TA,TA,Y,39,74,0,459-88-8052,2,0,,,,282,7,2007,New,Normal,231173
sdv-id-DqsBSd,181,RL,126.0,24170,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,6,2002,2010,Gable,CompShg,VinylSd,VinylSd,,18.0,Gd,TA,PConc,Gd,TA,No,Rec,1061,Unf,465,2,1194,GasA,Ex,Y,SBrkr,1583,1585,5,3333,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1999.0,RFn,2,284,TA,TA,Y,46,218,0,670-04-3594,0,0,,,,125,7,2010,WD,Normal,384364
sdv-id-YkpTtU,135,RL,78.0,7253,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1.5Fin,6,6,1991,1991,Hip,CompShg,VinylSd,VinylSd,BrkFace,2.0,Fa,TA,PConc,Gd,TA,No,ALQ,546,Unf,807,271,1234,GasA,Ex,Y,SBrkr,1087,966,7,1800,0,0,2,0,1,1,Ex,9,Typ,0,TA,Detchd,1986.0,Fin,1,382,TA,TA,Y,4,111,0,788-36-5389,1,0,,,,903,3,2007,WD,Normal,275629
sdv-id-pTvrMm,54,RL,67.0,8780,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,5,5,1993,1996,Gable,CompShg,MetalSd,HdBoard,,3.0,Gd,TA,PConc,Ex,TA,,Unf,433,Rec,999,2,526,GasA,Ex,Y,SBrkr,758,100,0,733,1,0,2,1,3,1,TA,5,Typ,0,,Attchd,1991.0,Unf,1,96,TA,TA,Y,1,46,11,070-49-5253,0,0,,,,208,5,2007,WD,Abnorml,69157
sdv-id-qtYTGM,153,RL,56.0,14394,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,5,5,1956,1984,Hip,CompShg,HdBoard,HdBoard,,3.0,TA,Fa,PConc,TA,TA,No,GLQ,510,Unf,391,52,1077,Grav,Gd,N,SBrkr,1512,929,0,2247,2,0,3,1,3,1,TA,8,Typ,0,Gd,Attchd,1949.0,RFn,1,665,TA,Gd,Y,9,56,0,409-80-2160,0,0,,,,194,6,2006,WD,Normal,176584
sdv-id-kqhTLO,42,RL,89.0,7114,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,5,1961,1969,Gable,CompShg,HdBoard,CmentBd,,5.0,TA,TA,PConc,TA,TA,No,GLQ,603,Unf,334,803,1155,GasA,Gd,Y,SBrkr,1227,107,0,872,0,0,2,0,3,1,TA,8,Typ,1,TA,Detchd,1982.0,Unf,2,16,,,Y,5,55,0,476-31-0698,3,0,,,,1343,7,2010,WD,Normal,96330
sdv-id-vxVUTg,161,RL,78.0,8995,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,6,2006,2010,Flat,CompShg,MetalSd,HdBoard,,12.0,TA,TA,PConc,Gd,TA,No,ALQ,709,Unf,241,67,1119,GasA,Ex,Y,FuseA,802,1793,0,1985,1,0,3,1,3,1,Gd,7,Typ,1,,Detchd,2004.0,,2,365,TA,TA,Y,158,128,0,442-27-4389,0,0,,,,817,12,2010,New,Normal,292036
sdv-id-yYuJSb,95,RL,82.0,7939,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1974,1970,Gable,CompShg,VinylSd,MetalSd,,0.0,TA,TA,CBlock,Ex,TA,No,Rec,424,Unf,764,2,502,GasA,Fa,Y,FuseA,1089,1314,0,1722,0,0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1991.0,Unf,2,276,TA,TA,Y,3,56,0,620-29-5964,0,0,,,,7783,2,2006,WD,Normal,122463
sdv-id-JTYyxO,130,RL,145.0,21202,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,5,1958,1959,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,BrkTil,Gd,TA,No,GLQ,381,Unf,415,54,191,GasA,Ex,Y,SBrkr,739,1780,0,1746,0,0,2,1,3,1,TA,8,Typ,1,Gd,Detchd,1980.0,RFn,1,231,TA,TA,Y,106,33,1,854-98-5851,0,0,,,,14125,9,2007,WD,Abnorml,184203
sdv-id-knUcYb,121,RL,110.0,19740,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,2,2001,1988,Gable,CompShg,HdBoard,Plywood,,1.0,Gd,Gd,PConc,Gd,TA,Mn,LwQ,1708,Unf,437,97,1674,GasA,Ex,Y,SBrkr,1772,360,0,2124,1,0,2,0,3,1,TA,7,Typ,2,Po,Attchd,1993.0,Fin,1,432,Fa,TA,Y,71,102,0,442-76-8136,0,0,,,,8504,2,2008,WD,Normal,279883
sdv-id-lMibwo,190,RM,73.0,4065,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2.5Fin,7,8,1939,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,39.0,TA,TA,PConc,TA,TA,No,Unf,819,Unf,796,297,1479,GasA,Ex,Y,SBrkr,1430,1773,0,2990,0,0,1,1,3,1,TA,10,Typ,3,TA,Attchd,1950.0,RFn,1,913,TA,TA,Y,4,26,10,400-14-4193,3,0,,GdPrv,,3117,5,2006,WD,Normal,216208
sdv-id-RrBYte,116,RM,,11554,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1937,1953,Gable,CompShg,BrkFace,Stucco,BrkFace,37.0,TA,TA,PConc,Gd,TA,No,BLQ,1056,Unf,239,136,1326,GasA,Fa,Y,SBrkr,1420,1079,0,2056,0,0,1,0,3,1,Gd,7,Typ,2,,Detchd,1935.0,Unf,1,107,TA,TA,Y,231,30,0,371-88-4516,1,0,,,,12351,6,2008,WD,Normal,196007
sdv-id-PbIjnX,165,RL,71.0,5326,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,8,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,PConc,Gd,TA,No,Unf,511,Unf,32,840,1125,GasA,TA,Y,SBrkr,833,543,0,1077,1,0,2,0,6,1,Gd,5,Typ,0,Gd,Attchd,2002.0,RFn,2,341,TA,TA,Y,369,26,0,838-67-7990,0,0,,,,1164,3,2008,WD,Normal,128691
sdv-id-NEcdTm,54,FV,75.0,17039,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,TwnhsE,1Story,9,5,1975,2008,Gable,CompShg,Wd Sdng,Plywood,BrkFace,40.0,Gd,TA,CBlock,Gd,TA,Mn,Unf,413,Unf,519,567,802,GasA,Gd,Y,SBrkr,801,372,0,766,0,0,2,0,3,1,Gd,5,Maj1,1,Gd,Attchd,1980.0,Unf,2,61,TA,TA,Y,0,63,0,593-01-7529,68,0,,,,4387,7,2007,New,Normal,122320
sdv-id-aYTlIs,108,RL,57.0,16007,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,6,5,2008,2010,Gable,CompShg,MetalSd,HdBoard,,5.0,Gd,TA,CBlock,,Fa,Mn,Unf,796,Unf,382,919,2043,GasA,Ex,Y,SBrkr,2023,331,0,2430,0,0,3,1,4,1,Gd,8,Typ,2,Gd,Attchd,2007.0,RFn,2,471,TA,TA,Y,305,97,0,685-20-3067,38,0,,,,4879,7,2009,WD,Normal,329569
sdv-id-uxLRRa,145,FV,41.0,4492,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,1998,2003,Gable,CompShg,Wd Sdng,Wd Shng,,2.0,Gd,TA,CBlock,Gd,TA,No,Unf,373,Unf,125,1582,1185,GasA,Ex,Y,SBrkr,1015,1263,2,1518,0,0,1,0,3,1,Fa,6,Typ,1,TA,Attchd,2000.0,Fin,2,636,TA,TA,N,0,131,0,548-87-2804,0,0,,,,2374,6,2009,WD,Normal,271622
sdv-id-xHFNsO,72,RM,79.0,14660,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1896,1958,Gable,CompShg,BrkFace,HdBoard,,1.0,TA,TA,PConc,TA,TA,No,ALQ,636,ALQ,1264,15,870,GasA,Ex,Y,SBrkr,1398,1128,1,1821,0,0,1,0,4,1,Fa,6,Mod,0,Gd,,1922.0,,2,491,TA,,Y,1,103,6,475-31-0314,9,0,,GdPrv,,4645,8,2009,WD,Normal,84188
sdv-id-syOPVg,147,RM,41.0,4767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,6,1895,1956,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,197,Unf,667,256,470,GasA,TA,Y,SBrkr,922,676,1,1016,0,0,1,0,5,2,TA,7,Typ,0,,Basment,1936.0,,2,10,TA,Gd,N,0,38,7,637-24-6025,0,0,,MnPrv,,4320,5,2009,WD,Normal,56749
sdv-id-aMxpLm,73,RL,94.0,12009,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1988,2010,Gable,CompShg,HdBoard,Wd Sdng,,7.0,TA,TA,CBlock,Gd,TA,Av,Unf,853,Unf,353,1,607,GasA,Fa,Y,SBrkr,937,947,0,1284,0,0,2,0,4,1,Fa,6,Typ,1,,Attchd,1976.0,Fin,2,1418,TA,TA,Y,5,71,0,737-88-3510,26,0,,,,2142,11,2008,WD,Normal,162015
sdv-id-DGXkZR,70,RM,,10991,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,4,6,2000,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,24.0,Ex,TA,PConc,Gd,TA,Mn,Rec,765,Unf,506,154,1283,GasA,Ex,Y,SBrkr,1154,160,7,1157,0,0,1,1,1,1,TA,7,Typ,0,,Attchd,2001.0,Fin,2,511,TA,TA,Y,9,65,0,865-22-8106,1,0,,,,704,9,2008,WD,Normal,265028
sdv-id-IPvzbz,48,RL,122.0,20257,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1986,2010,Gable,CompShg,Wd Sdng,VinylSd,,1.0,Gd,TA,PConc,TA,TA,No,ALQ,865,Unf,567,330,1565,GasA,Ex,Y,SBrkr,1725,916,0,2641,0,0,1,0,3,2,Gd,8,Typ,1,Gd,Attchd,1991.0,RFn,3,17,TA,,Y,0,142,0,266-99-0385,2,0,,,,210,7,2010,WD,Normal,219173
sdv-id-dhdRyq,82,RL,64.0,4063,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1993,1957,Gable,CompShg,VinylSd,VinylSd,,9.0,TA,TA,PConc,Gd,TA,Gd,ALQ,279,Unf,252,72,1119,GasA,Ex,Y,SBrkr,1243,186,1,1377,1,0,1,0,3,1,TA,6,Typ,1,,Attchd,2000.0,Unf,2,1360,TA,TA,Y,0,98,11,010-90-7009,4,0,,,,107,5,2010,WD,Normal,107724
sdv-id-nFLpZz,64,RL,101.0,18558,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,5,1953,1960,Gable,CompShg,HdBoard,MetalSd,BrkFace,35.0,TA,TA,CBlock,TA,TA,No,Unf,878,Unf,277,583,983,GasA,Ex,Y,FuseA,1150,1801,1,2772,0,0,2,2,3,1,TA,9,Mod,1,TA,Attchd,1953.0,RFn,2,823,TA,TA,Y,0,126,5,853-80-1296,0,0,,MnPrv,,6715,3,2010,WD,Normal,243219
sdv-id-kBcyYv,150,RL,49.0,2830,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,1984,1979,Gable,CompShg,Plywood,Plywood,,28.0,TA,TA,PConc,TA,TA,Av,ALQ,1185,Unf,388,27,690,GasA,Ex,Y,SBrkr,1036,578,2,1351,1,0,1,0,3,1,TA,7,Typ,1,Fa,Attchd,1967.0,Unf,2,102,TA,TA,Y,12,74,0,168-98-8265,0,0,,,,6135,4,2006,WD,Normal,148866
sdv-id-KvAQPG,116,RL,98.0,13020,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,4,1998,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,73.0,Gd,Gd,PConc,TA,TA,Mn,Unf,492,Unf,353,370,1042,GasA,Ex,Y,SBrkr,1020,977,0,1439,1,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2,656,,,Y,190,221,0,711-82-5245,2,0,,,,13,3,2009,WD,Partial,203586
sdv-id-MNIEdC,103,RL,40.0,6409,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,SWISU,Norm,Norm,1Fam,2Story,7,5,1935,1958,Gable,CompShg,HdBoard,CmentBd,,8.0,TA,TA,CBlock,TA,TA,Av,Unf,842,Rec,1077,1,1010,GasA,Gd,Y,SBrkr,982,289,1,823,1,0,1,1,3,1,TA,6,Typ,1,,Attchd,1944.0,,1,219,TA,TA,Y,0,4,21,833-95-9887,143,0,,,,542,4,2008,WD,Normal,121548
sdv-id-DULeBP,154,RL,78.0,5698,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,TwnhsE,1.5Fin,7,5,1985,2005,Gable,CompShg,CemntBd,AsbShng,BrkFace,65.0,Gd,TA,CBlock,TA,TA,Mn,GLQ,126,Unf,65,6,626,GasA,Fa,Y,SBrkr,1343,1199,0,2218,2,0,2,0,3,1,TA,8,Typ,1,,Attchd,1994.0,,2,90,TA,TA,Y,22,82,0,798-46-5855,7,0,,,,2,11,2007,WD,Normal,122854
sdv-id-dAcxGI,125,RL,50.0,8647,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,2008,2009,Gable,CompShg,VinylSd,VinylSd,,4.0,Gd,TA,PConc,Fa,TA,Av,ALQ,279,Unf,826,92,1301,GasA,Ex,Y,SBrkr,1703,1332,0,2479,1,0,2,0,2,1,Gd,10,Typ,0,Gd,Attchd,2009.0,RFn,2,803,TA,TA,Y,11,104,0,176-75-9873,3,0,,,,298,4,2007,COD,Normal,287219
sdv-id-WPXQXV,38,RL,82.0,11862,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1987,2005,Gable,CompShg,HdBoard,VinylSd,BrkFace,15.0,TA,TA,CBlock,TA,TA,No,Unf,449,Unf,121,346,764,GasA,Ex,Y,SBrkr,804,824,0,852,0,0,1,0,3,1,Gd,7,Min2,1,TA,Attchd,1978.0,RFn,2,810,Fa,TA,Y,0,148,1,774-32-9546,0,0,,,,1928,11,2007,WD,Normal,101519
sdv-id-PpkAqP,153,RL,,11751,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,7,5,1950,1961,Gable,CompShg,BrkFace,HdBoard,,1.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,239,LwQ,494,1,200,GasA,TA,Y,SBrkr,831,1149,0,993,0,0,1,1,4,1,Gd,6,Typ,0,Gd,Attchd,1958.0,Unf,2,204,Fa,TA,Y,0,83,0,100-27-9931,144,0,,GdPrv,,3,4,2009,WD,Normal,104436
sdv-id-jUtsSJ,128,RL,,4002,Pave,,IR1,Lvl,AllPub,Corner,Mod,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2000,2007,Gable,CompShg,Wd Sdng,VinylSd,,1.0,TA,TA,PConc,Ex,Fa,,Rec,912,Unf,235,5,542,GasA,Ex,Y,SBrkr,885,468,0,978,1,0,1,0,2,1,Gd,4,Typ,0,,Attchd,2006.0,Unf,2,26,,TA,Y,40,71,0,827-95-9496,5,0,,,Shed,6278,7,2007,WD,Normal,168862
sdv-id-gOdesF,44,RL,,8482,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,3,8,2006,1997,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,185.0,Gd,TA,CBlock,Ex,TA,No,Unf,436,Unf,324,243,1533,GasA,Ex,Y,SBrkr,1444,208,0,1398,1,0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,2005.0,RFn,1,370,TA,TA,Y,12,147,0,017-76-4381,0,0,,,,3256,3,2007,COD,Partial,216106
sdv-id-NaJTVv,146,RM,,7792,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,7,1959,1996,Gable,CompShg,HdBoard,AsbShng,BrkFace,19.0,TA,TA,PConc,Gd,TA,No,Unf,281,Unf,119,216,269,GasA,Ex,Y,SBrkr,508,913,0,583,0,0,1,0,2,1,TA,5,Typ,0,,,1970.0,RFn,2,1018,TA,TA,Y,0,38,0,733-83-6608,13,0,,,,1845,5,2008,WD,Normal,83181
sdv-id-GAwekk,182,RL,54.0,15963,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,SLvl,5,7,1919,2008,Gable,CompShg,HdBoard,Stucco,BrkFace,15.0,TA,Gd,CBlock,TA,TA,No,ALQ,1000,Unf,419,8,857,GasA,Fa,Y,SBrkr,816,647,0,847,0,0,1,0,4,1,Gd,4,Typ,0,TA,Attchd,1948.0,Fin,2,391,TA,TA,Y,24,15,0,228-72-7711,47,0,,GdWo,,5667,3,2007,WD,Normal,125985
sdv-id-cZsTQh,122,RL,,15636,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1951,2009,Gable,CompShg,Stucco,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,781,Unf,320,250,1204,GasA,TA,Y,SBrkr,1322,1852,0,2989,1,0,2,1,3,1,Gd,10,Typ,1,TA,Detchd,1983.0,Fin,1,206,TA,TA,Y,16,145,0,889-79-6179,0,0,,GdWo,,5075,1,2009,WD,Normal,303801
sdv-id-bMlVEK,42,RL,75.0,5827,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1977,1989,Gable,CompShg,VinylSd,VinylSd,,3.0,TA,Gd,CBlock,Gd,TA,No,LwQ,935,Unf,72,18,733,GasA,Gd,Y,SBrkr,979,450,4,1090,1,0,1,0,2,1,Gd,8,Typ,0,,Detchd,1977.0,Unf,2,76,TA,TA,Y,10,60,0,427-81-5227,0,0,,,,2523,8,2007,WD,Normal,179555
