Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
sdv-id-ywQQwP,67,RM,52.0,5370,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1986,2007,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Ex,,No,Unf,231,Rec,1387,21,699,GasA,TA,Y,SBrkr,779,588,0,824,1,0,1,0,3,1,TA,6,Typ,0,,BuiltIn,1981.0,Unf,3,14,TA,TA,Y,0,19,43,504-77-6410,0,0,,MnPrv,,62,2,2009,WD,Normal,138767
sdv-id-QkFuSF,48,RM,62.0,7591,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,2Story,6,5,1931,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,68,Unf,133,188,744,GasA,TA,Y,SBrkr,917,170,0,668,0,0,2,0,3,1,TA,7,Typ,0,,2Types,1965.0,,2,14,TA,TA,N,60,70,0,776-69-8943,0,0,,,,745,3,2010,WD,Normal,62635
sdv-id-ThQsRF,122,RL,73.0,10450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1.5Fin,5,7,2005,1995,Gable,CompShg,VinylSd,VinylSd,Stone,31.0,Fa,TA,CBlock,Gd,TA,No,GLQ,2396,Unf,258,237,1782,GasA,Ex,Y,SBrkr,1494,307,1,1511,1,0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,2008.0,Fin,0,119,TA,TA,Y,0,53,0,330-74-9562,56,0,,,,3143,8,2009,WD,Normal,338572
sdv-id-UsQGBk,155,RL,73.0,16495,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,TwnhsE,2Story,7,6,1934,1951,Gable,CompShg,HdBoard,Plywood,,1.0,TA,TA,PConc,Gd,Gd,No,BLQ,795,Rec,854,3,793,Grav,TA,Y,SBrkr,792,1785,0,1793,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1975.0,Unf,3,90,TA,TA,N,46,18,2,190-83-8432,0,0,,,,8970,10,2007,WD,Normal,188965
sdv-id-FvfNyD,54,RL,120.0,26449,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,RRNn,Norm,1Fam,1Story,7,5,1971,2010,Gable,CompShg,HdBoard,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,1306,Unf,780,626,1427,GasA,Ex,Y,SBrkr,1724,222,0,2082,1,0,1,1,2,1,Gd,7,Min1,2,TA,Attchd,1980.0,Unf,2,117,TA,TA,Y,2,50,1,074-72-6420,13,0,,,,695,7,2008,WD,Normal,278587
sdv-id-lPhgwC,30,RL,53.0,4809,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1909,1953,Gable,CompShg,BrkFace,Stucco,,2.0,TA,TA,CBlock,TA,TA,No,Unf,1274,,241,487,1342,GasA,Gd,Y,SBrkr,1266,0,3,696,1,0,1,0,3,1,Gd,4,Typ,1,Gd,Detchd,1946.0,,3,16,TA,TA,Y,4,6,1,317-21-6414,0,0,,,,7272,11,2007,WD,Normal,59469
sdv-id-CVNvJz,33,RM,77.0,5152,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,Duplex,1Story,6,5,2007,2005,Hip,CompShg,Stucco,Plywood,,19.0,TA,TA,PConc,TA,TA,No,ALQ,512,Unf,343,1622,1623,GasA,Gd,Y,SBrkr,1159,35,2,972,1,0,2,0,3,1,Gd,5,Typ,1,,Attchd,2008.0,RFn,1,111,TA,Po,Y,0,63,0,716-77-9183,223,0,,,,1419,5,2006,WD,AdjLand,105284
sdv-id-YytDON,138,RL,,11583,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,5,5,1924,1968,Gable,CompShg,HdBoard,HdBoard,,2.0,TA,Gd,PConc,TA,TA,No,Unf,1129,Unf,490,871,1342,GasA,Ex,Y,SBrkr,1579,1221,8,2575,1,0,1,0,2,1,TA,10,Typ,2,TA,Attchd,1930.0,Fin,2,831,TA,TA,Y,0,74,0,494-59-8957,2,0,,,,2206,9,2007,WD,Normal,250580
sdv-id-NerqHJ,88,RM,,20775,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,7,1970,1981,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,Ex,Fa,,ALQ,680,Unf,633,9,1011,GasA,Gd,Y,SBrkr,1415,140,3,1481,1,0,2,0,2,1,TA,6,Typ,0,,Attchd,1984.0,Unf,3,106,TA,TA,Y,0,35,1,430-36-0578,0,0,,,,296,7,2006,WD,Normal,146939
sdv-id-JKzqfq,106,RL,67.0,13363,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,,12.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1362,Unf,402,97,1483,GasA,Ex,Y,SBrkr,1366,1246,0,2046,0,0,3,1,3,1,Gd,7,Typ,1,Gd,Attchd,2009.0,RFn,2,1177,TA,TA,Y,19,113,0,033-19-7268,0,0,,,,321,9,2009,WD,Normal,390071
sdv-id-FrYjyy,137,RL,59.0,9357,Pave,,Reg,HLS,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1992,2007,Gable,CompShg,Plywood,Stucco,BrkFace,36.0,TA,TA,PConc,TA,TA,No,ALQ,125,Unf,765,800,1184,GasA,Ex,Y,SBrkr,1155,1397,12,1993,0,0,2,0,3,1,TA,7,Typ,2,Ex,Attchd,2001.0,Fin,2,631,Gd,TA,Y,209,190,0,279-14-5466,56,0,,,,5513,8,2007,WD,Normal,250314
sdv-id-emJOgl,42,RL,56.0,13970,Pave,,IR2,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,7,5,1992,1959,Gable,CompShg,VinylSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,219,Unf,344,1003,832,GasA,TA,Y,SBrkr,948,1130,5,1079,0,0,2,0,2,1,Gd,6,Typ,0,TA,Attchd,1983.0,Unf,2,205,,,N,322,183,0,423-30-7817,0,0,,,,767,2,2010,WD,Normal,121840
sdv-id-azpSML,100,RH,65.0,9862,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,8,5,1911,1950,Gable,CompShg,HdBoard,Plywood,,11.0,Gd,TA,PConc,TA,,Av,Unf,206,ALQ,723,3,568,GasA,Fa,Y,FuseA,1065,1254,8,1525,0,0,1,1,3,1,Fa,6,Typ,1,Gd,CarPort,1914.0,Unf,1,244,TA,TA,Y,2,98,0,435-24-0853,9,0,,,,6753,5,2008,WD,Normal,95302
sdv-id-VAzJQs,116,RL,,6331,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,4,5,1968,1992,Hip,CompShg,VinylSd,Wd Sdng,Stone,16.0,TA,TA,CBlock,TA,TA,No,,933,Unf,185,17,454,GasA,Gd,Y,SBrkr,988,766,0,1209,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1964.0,Unf,1,56,TA,TA,Y,346,59,0,230-07-1149,0,0,,,,896,2,2008,WD,Normal,112945
sdv-id-lsagUt,102,RL,22.0,4189,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,2fmCon,1Story,6,7,2000,1988,Gable,CompShg,VinylSd,VinylSd,,1.0,Ex,TA,BrkTil,Fa,Gd,No,Unf,507,Unf,269,67,1051,GasA,TA,Y,SBrkr,1067,755,0,1036,1,0,1,1,1,1,Gd,5,Typ,1,Gd,Detchd,1996.0,Fin,0,97,TA,TA,Y,3,56,0,422-90-6852,192,0,,,,4062,5,2009,WD,Abnorml,185279
sdv-id-sVjJXz,31,RL,76.0,5713,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,6,1996,1985,Gable,CompShg,AsbShng,VinylSd,,2.0,Gd,TA,CBlock,Gd,TA,Mn,Unf,1074,Unf,749,11,1375,GasA,Ex,Y,SBrkr,1230,0,0,562,0,0,1,0,2,1,Gd,4,Typ,0,TA,Attchd,1980.0,Fin,1,527,,TA,Y,9,105,0,337-33-4976,5,0,,GdWo,,5704,7,2009,COD,Abnorml,114850
sdv-id-RlgDvM,42,RL,53.0,6194,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,2003,2010,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,TA,CBlock,Ex,TA,No,Rec,2463,Unf,625,37,1962,GasA,Ex,Y,SBrkr,1979,65,3,2144,1,0,2,0,2,1,TA,9,Typ,0,,Attchd,1995.0,RFn,1,605,TA,TA,Y,38,68,0,179-90-3731,0,0,,,,401,5,2006,WD,Abnorml,262460
sdv-id-rrdXCU,146,RM,66.0,12365,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,8,5,1925,1977,Gable,CompShg,VinylSd,VinylSd,,1.0,TA,TA,CBlock,TA,TA,No,GLQ,1254,Unf,469,7,866,GasA,Ex,Y,SBrkr,922,536,0,896,1,0,1,1,4,1,Fa,5,Typ,0,,Detchd,1973.0,,3,3,TA,TA,Y,1,25,6,578-12-5941,0,0,,MnPrv,,1638,2,2010,WD,Normal,77003
sdv-id-ZNDUNM,45,RL,90.0,17197,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,8,5,2009,2010,Flat,CompShg,MetalSd,VinylSd,,59.0,Ex,TA,CBlock,Gd,TA,Av,ALQ,633,Unf,132,112,1600,GasA,Ex,Y,SBrkr,2073,0,0,1265,1,0,1,1,4,1,Gd,6,Min1,2,Gd,Attchd,2006.0,RFn,2,1132,TA,TA,Y,0,57,0,499-98-6778,3,0,,,,828,4,2008,CWD,Normal,284227
sdv-id-tdOnjs,129,RL,64.0,10762,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1947,1994,Gable,CompShg,HdBoard,HdBoard,,2.0,TA,TA,CBlock,TA,TA,Gd,GLQ,460,Unf,944,2,428,GasA,Gd,Y,SBrkr,751,773,1,946,0,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1987.0,Unf,2,322,TA,TA,Y,8,9,4,347-27-0853,0,0,,,,545,6,2008,WD,Normal,90538
sdv-id-DuWpyu,180,RL,,7164,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,3,1930,1998,Gable,CompShg,VinylSd,VinylSd,,5.0,TA,Fa,BrkTil,Fa,TA,Gd,Unf,395,Unf,306,0,442,GasA,TA,Y,SBrkr,941,939,0,1169,0,0,1,1,3,1,Gd,4,Typ,1,TA,Detchd,1941.0,RFn,2,352,TA,TA,Y,0,92,0,186-50-0654,0,0,,,,56,5,2007,WD,Normal,76054
sdv-id-eLvlEb,94,FV,68.0,10967,Pave,,Reg,Lvl,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,6,6,1980,1986,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,Slab,Ex,TA,No,Unf,253,Unf,283,1421,1058,GasA,Ex,Y,SBrkr,1440,962,1,2102,0,0,1,0,3,1,Gd,8,Min1,1,TA,BuiltIn,1994.0,Unf,1,111,TA,TA,Y,60,153,1,361-96-7423,0,0,,,,8,5,2009,WD,Normal,184302
sdv-id-MYzFSn,163,RL,45.0,6523,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1.5Fin,4,6,1992,1976,Mansard,CompShg,MetalSd,HdBoard,,1.0,Gd,TA,CBlock,TA,TA,Av,LwQ,188,Unf,238,476,567,GasA,Ex,Y,SBrkr,872,1831,0,1638,0,0,2,1,3,1,TA,9,Typ,0,,Attchd,2001.0,Fin,2,317,TA,TA,Y,0,202,0,010-61-7618,0,0,,,,466,8,2006,WD,Partial,162840
sdv-id-FSqKar,80,RL,105.0,15447,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1946,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,31.0,Gd,Gd,CBlock,Gd,Gd,Av,BLQ,537,Unf,715,480,1392,GasA,Ex,Y,SBrkr,1266,1413,10,2591,0,0,2,1,2,1,TA,10,Typ,1,Gd,Attchd,1967.0,Fin,0,304,TA,TA,Y,2,152,0,134-46-0552,0,0,,,,198,7,2008,WD,Normal,323574
sdv-id-JtXcHi,57,RL,56.0,8229,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,1994,2009,Gable,WdShake,VinylSd,VinylSd,BrkFace,44.0,Gd,Fa,CBlock,Gd,Gd,No,,576,Unf,446,60,1361,GasA,TA,Y,SBrkr,1441,58,0,1108,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2003.0,Unf,1,216,TA,TA,Y,0,113,0,828-52-9140,5,0,,,,1,7,2007,WD,Normal,270777
sdv-id-KGFjcM,48,RL,95.0,12243,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,6,5,1974,2003,Gable,CompShg,MetalSd,VinylSd,,3.0,TA,Fa,CBlock,Gd,TA,No,Unf,366,Unf,402,1384,1529,GasA,Ex,Y,SBrkr,1748,231,0,1677,0,0,2,1,3,1,TA,8,Typ,2,TA,Attchd,1972.0,Fin,1,263,TA,TA,Y,0,4,0,866-61-9021,1,0,,,,3002,11,2009,WD,Normal,262060
sdv-id-XWCkNx,74,RM,49.0,3721,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,7,8,1931,1955,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Gd,Fa,No,Unf,154,Unf,118,23,254,GasA,Ex,Y,SBrkr,633,938,0,755,0,0,2,1,2,1,Gd,5,Typ,0,,BuiltIn,1971.0,Fin,2,351,TA,TA,Y,7,81,0,426-63-1672,2,0,,,,427,8,2006,WD,Normal,86945
sdv-id-esKQAT,112,RM,61.0,8419,Pave,,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,TwnhsE,2Story,6,6,1972,1953,Gable,CompShg,Plywood,HdBoard,BrkFace,21.0,TA,TA,PConc,TA,TA,Av,Unf,472,Unf,440,331,1412,GasA,Gd,Y,FuseF,1463,94,0,1460,1,0,3,0,2,1,TA,5,Typ,1,,,1959.0,RFn,2,469,TA,TA,Y,33,42,0,231-55-6957,10,0,,,,172,7,2008,WD,Normal,137733
sdv-id-SldAim,108,RL,,14185,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAn,Norm,1Fam,2Story,5,5,1974,1952,Gable,CompShg,Wd Sdng,Wd Sdng,,7.0,TA,TA,CBlock,Gd,,No,ALQ,497,Unf,227,162,812,GasA,Ex,Y,SBrkr,887,1365,0,1326,0,0,1,0,3,1,Gd,6,Typ,0,TA,,1976.0,Unf,2,132,TA,TA,Y,5,92,0,145-90-0702,1,0,,,,10092,12,2009,WD,Partial,158934
sdv-id-Qkuccx,107,RH,66.0,14849,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,3,8,1955,1962,Gable,CompShg,VinylSd,Wd Shng,BrkFace,3.0,Gd,TA,PConc,TA,,Mn,Unf,146,Unf,97,42,327,GasA,TA,Y,SBrkr,742,1668,1,1373,0,0,1,0,3,1,Ex,7,Typ,0,TA,Attchd,1969.0,RFn,1,982,TA,TA,Y,10,73,2,445-29-9993,0,0,,MnPrv,,981,6,2008,WD,Normal,143206
